description,label,predicted_medical_specialty
"Open reduction and internal fixation (ORIF) of comminuted C2 fracture. Posterior spinal instrumentation C1-C3, using Synthes system. Posterior cervical fusion C1-C3. Insertion of morselized allograft at C1to C3.",Surgery,Orthopedic
Open reduction and internal fixation of the left medial epicondyle fracture with placement in a long-arm posterior well-molded splint and closed reduction casting of the right forearm.,Surgery,Orthopedic
"Open reduction and internal fixation of left atrophic mandibular fracture, removal of failed dental implant from the left mandible. The patient fell following an episode of syncope and sustained a blunt trauma to his ribs resulting in multiple fractures and presumably also struck his mandible resulting in fracture.",Surgery,Oral and Maxillofacial Surgery
Open reduction and internal fixation of left distal radius.,Surgery,Orthopedic
Open reduction and internal fixation (ORIF) of the right wrist using an Acumed locking plate. Closed displaced angulated fracture of the right distal radius.,Surgery,Orthopedic
Open reduction internal fixation (ORIF) with irrigation and debridement of open fracture. Closed reduction and screw fixation of right femoral neck fracture. Retrograde femoral nail using a striker T2 retrograde nail. Irrigation and debridement of knee and elbow abrasions.,Surgery,Orthopedic
OssaTron extracorporeal shockwave therapy to right lateral epicondyle. Right lateral epicondylitis.,Surgery,Orthopedic
"Acetabular fracture on the left posterior column/transverse posterior wall variety with an accompanying displaced fracture of the intertrochanteric variety to the left hip. Osteosynthesis of acetabular fracture on the left, complex variety and total hip replacement.",Surgery,Orthopedic
"Distal metaphyseal osteotomy and bunionectomy with internal screw fixation, right foot. Reposition osteotomy with internal screw fixation to correct angulation deformity of proximal phalanx, right foot.",Surgery,Orthopedic
"Plantar flex third metatarsal and talus bunion, right foot. Third metatarsal osteotomy, talus bunionectomy, and application of short-leg cast, right foot. Patient has tried conservative methods such as wide shoes and serial debridement and accommodative padding, all of which provided inadequate relief. At this time she desires to attempt a surgical correction.",Surgery,Orthopedic
DDDR permanent pacemaker. Tachybrady syndrome. A ventricular pacemaker lead was advanced through the sheath and into the vascular lumen and under fluoroscopic guidance guided down into the right atrium.,Surgery,Cardiovascular / Pulmonary
Implantation of a dual chamber permanent pacemaker,Surgery,Cardiovascular / Pulmonary
Implantation of a dual-chamber pacemaker and fluoroscopic guidance for implantation of a dual-chamber pacemaker.,Surgery,Cardiovascular / Pulmonary
Single chamber pacemaker implantation. Successful single-chamber pacemaker implantation with left subclavian approach and venogram to assess the subclavian access site and the right atrial or right ventricle with asystole that resolved spontaneously during the procedure.,Surgery,Cardiovascular / Pulmonary
Implantation of a single-chamber pacemaker. Fluoroscopic guidance for implantation of single-chamber pacemaker.,Surgery,Cardiovascular / Pulmonary
Insertion of transvenous pacemaker for tachybrady syndrome,Surgery,Cardiovascular / Pulmonary
Pacemaker ICD interrogation. Severe nonischemic cardiomyopathy with prior ventricular tachycardia.,Surgery,Cardiovascular / Pulmonary
"Sinus bradycardia, sick-sinus syndrome, poor threshold on the ventricular lead and chronic lead. Right ventricular pacemaker lead placement and lead revision.",Surgery,Cardiovascular / Pulmonary
"Paracentesis. A large abdominal mass, which was cystic in nature and the radiologist inserted a pigtail catheter in the emergency room.",Surgery,Gastroenterology
Ultrasound-Guided Paracentesis for Ascites,Surgery,Gastroenterology
Reduction of paraphimosis.,Surgery,Urology
"Excision of right superior parathyroid adenoma, seen on sestamibi parathyroid scan and an ultrasound.",Surgery,Endocrinology
Parotidectomy procedure,Surgery,Surgery
"Pars plana vitrectomy, pars plana lensectomy, exploration of exit wound, closure of perforating corneal scleral laceration involving uveal tissue, air-fluid exchange, C3F8 gas, and scleral buckling, right eye.",Surgery,Ophthalmology
"Patellar tendon and medial and lateral retinaculum repair, right knee. Patellar tendon retinaculum ruptures, right knee.",Surgery,Orthopedic
Coil embolization of patent ductus arteriosus.,Surgery,Cardiovascular / Pulmonary
Ligation (clip interruption) of patent ductus arteriosus. This premature baby with operative weight of 600 grams and evidence of persistent pulmonary over circulation and failure to thrive has been diagnosed with a large patent ductus arteriosus originating in the left-sided aortic arch.,Surgery,Cardiovascular / Pulmonary
"Open repair of right pectoralis major tendon. Right pectoralis major tendon rupture. On MRI evaluation, a complete rupture of a portion of the pectoralis major tendon was noted.",Surgery,Orthopedic
"Percutaneous endoscopic gastrostomy tube. Protein-calorie malnutrition. The patient was unable to sustain enough caloric intake and had markedly decreased albumin stores. After discussion with the patient and the son, they agreed to place a PEG tube for nutritional supplementation.",Surgery,Gastroenterology
"Pelvic laparotomy, lysis of pelvic adhesions, and left salpingooophorectomy with insertion of Pain-Buster Pain Management System.",Surgery,Surgery
Ex-plantation of inflatable penile prosthesis and then placement of second inflatable penile prosthesis AMS700. Nonfunctioning inflatable penile prosthesis and Peyronie's disease.,Surgery,Urology
Excision of penile skin bridges about 2 cm in size.,Surgery,Urology
A 14-year-old young lady is in the renal failure and in need of dialysis.,Surgery,Nephrology
Perlane injection for the nasolabial fold. Restylane injection for the glabellar fold.,Surgery,Cosmetic / Plastic Surgery
Permacath placement - renal failure.,Surgery,Nephrology
Phacoemulsification with posterior chamber intraocular lens - Sample/Template.,Surgery,Ophthalmology
"Nuclear sclerotic cataract, right eye. Kelman phacoemulsification with posterior chamber intraocular lens, right eye.",Surgery,Ophthalmology
"Phacoemulsification and extracapsular cataract extraction with intraocular lens implantation, right eye.",Surgery,Ophthalmology
"Visually significant cataract, left eye. Phacoemulsification cataract extraction with intraocular lens implantation, left eye. The patient was found to have a visually-significant cataract and, after discussion of the risks, benefits and alternatives to surgery, she elected to proceed with cataract extraction and lens implantation in this eye in efforts to improve her vision.",Surgery,Ophthalmology
"Cataract, right eye. Phacoemulsification with intraocular lens insertion, right eye. The patient was then prepped and draped using standard procedure. An additional drop of tetracaine was instilled in the eye, and then a lid speculum was inserted.",Surgery,Ophthalmology
"Cataract, right eye. Phacoemulsification with intraocular lens insertion, right eye. A wire lid speculum was inserted to keep the eye open and the eye rotated downward.",Surgery,Ophthalmology
"Cataract extraction with phacoemulsification and posterior chamber intraocular lens implantation. Cataract, right eye.",Surgery,Ophthalmology
Cataract extraction via phacoemulsification with posterior chamber intraocular lens implantation. An Alcon MA30BA lens was used. A lid speculum was placed into the right eye. Paracentesis was made at the infratemporal quadrant.,Surgery,Ophthalmology
"Cataract, nuclear sclerotic, right eye. Phacoemulsification with intraocular lens implantation, right eye.",Surgery,Ophthalmology
"Visually significant nuclear sclerotic cataract, right eye. Phacoemulsification with posterior chamber intraocular lens implantation, right eye.",Surgery,Ophthalmology
Phacoemulsification with intraocular lens placement. A wire speculum was placed in the eye and then a clear corneal paracentesis site was made inferiorly with a 15-degree blade.,Surgery,Ophthalmology
"Cataract, right eye. Phacoemulsification with intraocular lens placement, right eye.",Surgery,Ophthalmology
"Phacoemulsification of cataract and posterior chamber lens implant, right eye.",Surgery,Ophthalmology
"Phacoemulsification with IOL, right eye. Cataract, right eye. A lid speculum was placed in the right eye after which a supersharp was used to make a stab incision at the 4 o'clock position through which 2% preservative-free Xylocaine was injected followed by Viscoat.",Surgery,Ophthalmology
Phacoemulsification with posterior chamber intraocular lens insertion.,Surgery,Ophthalmology
Phacoemulsification with posterior chamber intraocular lens implant in the right eye.,Surgery,Ophthalmology
"Right phacoemulsification of cataract with intraocular lens implantation - Cataract, right eye.",Surgery,Ophthalmology
"Phacoemulsification of cataract, extraocular lens implant in left eye.",Surgery,Ophthalmology
"Cataract, right eye. Phacoemulsification of cataract with posterior chamber intraocular lens, right eye.",Surgery,Ophthalmology
"Amputation distal phalanx and partial proximal phalanx, right hallux. Osteomyelitis, right hallux.",Surgery,Orthopedic
"Phenol neurolysis left musculocutaneous nerve and bilateral obturator nerves. Botulinum toxin injection left pectoralis major, left wrist flexors, and bilateral knee extensors.",Surgery,Physical Medicine - Rehab
"Phenol neurolysis right obturator nerve, botulinum toxin injection right rectus femoris and vastus medialis intermedius and right pectoralis major muscles.",Surgery,Pain Management
"Botulinum toxin injection bilateral rectus femoris, medial hamstrings, and gastrocnemius soleus muscles, phenol neurolysis of bilateral obturator nerves, application of bilateral short leg fiberglass casts.",Surgery,Physical Medicine - Rehab
PICC line insertion,Surgery,Surgery
"Left hemothorax, rule out empyema. Insertion of a 12-French pigtail catheter in the left pleural space.",Surgery,Cardiovascular / Pulmonary
"External fixation of left pilon fracture and closed reduction of left great toe, T1 fracture. Due to the comminuted nature of her tibia fracture as well as soft tissue swelling, the patient is in need of a staged surgery with the 1st stage external fixation followed by open treatment and definitive plate and screw fixation.",Surgery,Orthopedic
Pilonidal cyst with abscess formation. Excision of infected pilonidal cyst.,Surgery,General Medicine
Revision and in situ pinning of the right hip.,Surgery,Orthopedic
Closed reduction and pinning of the right ulna with placement of a long-arm cast.,Surgery,Orthopedic
Endoscopic-assisted transsphenoidal exploration and radical excision of pituitary adenoma. Endoscopic exposure of sphenoid sinus with removal of tissue from within the sinus.,Surgery,Neurosurgery
Transnasal transsphenoidal approach in resection of pituitary tumor. The patient is a 17-year-old girl who presented with headaches and was found to have a prolactin of 200 and pituitary tumor.,Surgery,Endocrinology
"A 44-year-old, 250-pound male presents with extreme pain in his left heel.",Surgery,Orthopedic
"Plantar fascitis, left foot. Partial plantar fasciotomy.",Surgery,Orthopedic
Ultrasound-guided right pleurocentesis for right pleural effusion with respiratory failure and dyspnea.,Surgery,Pulmonary / Cardiovascular
